"Indicatif","HeureStart","HeureStop","TempsAttentePiste","TempsArretTotal"
0,53,1219,0,0
1,305,1398,129,0
3,3830,4711,0,0
2,3714,4988,60,0
4,10627,11795,0,0
5,10958,11914,20,0
7,12601,13557,0,0
6,12508,13711,0,0
9,14250,15218,0,0
8,14072,15397,116,0
10,15619,16802,60,0
11,15898,16981,161,0
13,17769,18675,0,0
12,17631,18794,23,0
15,19641,20606,0,0
14,19609,20824,0,0
17,20271,21240,0,0
16,20179,21393,0,0
19,20891,21917,60,0
18,20748,22096,136,0
20,21316,22423,0,0
21,21512,22602,120,0
22,21886,23145,60,0
23,22135,23324,218,0
24,22269,23446,0,0
26,22683,23650,0,0
25,22668,23825,0,0
28,23215,24171,0,0
27,23061,24350,89,0
29,23451,24595,0,0
30,23743,24714,10,0
31,23858,25061,0,0
33,24276,25251,60,0
32,24257,25523,60,0
35,24812,25825,60,0
34,24663,26004,235,0
36,25044,26221,0,0
37,25340,26340,57,0
39,25726,26598,0,0
38,25439,26717,86,0
41,26125,27141,60,0
40,25892,27320,231,0
43,26512,27524,60,0
42,26356,27643,107,0
45,26906,27933,60,0
44,26818,28052,31,0
47,27296,28281,60,0
46,27276,28463,0,0
48,27688,28589,0,0
49,27741,28954,0,0
50,28079,29073,64,0
51,28207,29480,60,0
52,28479,29659,235,0
54,28872,29778,4,0
53,28656,29897,72,0
56,29264,30225,0,0
55,29111,30344,20,0
57,29390,30571,0,0
58,29655,30750,140,0
59,29680,30876,0,0
61,30060,31055,61,0
60,29959,31174,7,0
63,30461,31422,0,0
62,30239,31541,105,0
64,30514,31783,60,0
66,30858,31902,96,0
65,30826,32034,0,0
67,31101,32190,0,0
68,31251,32369,176,0
69,31412,32637,60,0
70,31639,32756,159,0
71,31698,32875,28,0
73,32031,32994,23,0
72,31996,33173,142,0
75,32427,33359,0,0
74,32287,33502,0,0
76,32566,33736,0,0
77,32781,33855,107,0
79,33122,34107,60,0
78,32969,34286,149,0
81,33468,34421,0,0
80,33386,34600,79,0
83,33813,34810,60,0
82,33801,34996,0,0
84,34164,35115,15,0
85,34202,35365,0,0
86,34514,35484,14,0
87,34604,35773,60,0
88,34859,35892,74,0
90,35214,36159,0,0
89,35005,36278,67,0
92,35559,36526,0,0
91,35424,36645,37,0
94,35912,36880,0,0
93,35826,36999,18,0
96,36268,37289,60,0
95,36232,37489,60,0
98,36608,37608,46,0
97,36465,37727,64,0
99,36692,37846,18,0
101,36954,37965,46,0
100,36917,38122,0,0
103,37304,38334,60,0
102,37157,38453,83,0
104,37389,38603,0,0
106,37649,38782,171,0
105,37609,38961,146,0
108,37989,39080,123,0
107,37835,39259,216,0
111,38324,39378,105,0
109,38077,39497,208,0
110,38284,39616,126,0
113,38671,39735,113,0
112,38516,39854,124,0
114,38743,40033,114,0
116,39005,40152,221,0
118,39345,40331,150,0
115,38987,40450,249,0
117,39216,40629,255,0
120,39685,40748,174,0
119,39456,40867,228,0
121,39697,41046,245,0
123,39996,41225,269,0
122,39987,41404,213,0
125,40307,41523,245,0
124,40288,41642,144,0
127,40609,41821,246,0
126,40590,41940,226,0
129,40918,42059,238,0
128,40893,42178,109,0
131,41233,42297,120,0
130,41174,42416,115,0
133,41534,42535,127,0
132,41457,42654,90,0
135,41847,42818,0,0
134,41768,42954,0,0
137,42159,43120,0,0
136,42060,43261,0,0
139,42474,43419,0,0
138,42355,43563,0,0
141,42780,43703,0,0
140,42659,43882,74,0
143,43081,44093,60,0
142,42963,44212,54,0
145,43393,44394,60,0
144,43268,44573,229,0
147,43671,44692,53,0
146,43604,44879,60,0
149,43939,44998,129,0
148,43921,45196,60,0
150,44214,45315,148,0
151,44250,45434,42,0
152,44491,45553,100,0
154,44769,45689,0,0
153,44579,45868,107,0
156,45040,45991,0,0
155,44889,46170,116,0
158,45321,46349,60,0
157,45227,46528,108,0
160,45601,46647,83,0
159,45547,46826,80,0
162,45872,46945,103,0
161,45866,47076,0,0
163,46150,47255,144,0
164,46197,47392,0,0
165,46425,47571,177,0
167,46703,47690,47,0
166,46517,47809,99,0
169,46980,47939,0,0
168,46849,48058,15,0
171,47435,48404,0,0
170,47337,48583,67,0
173,47887,48852,0,0
172,47815,49022,0,0
175,48341,49293,0,0
174,48299,49453,0,0
177,48794,49739,0,0
176,48793,50066,60,0
178,49250,50260,60,0
179,49298,50475,0,0
180,49704,50656,0,0
181,49770,50963,0,0
182,50164,51094,0,0
183,50253,51483,60,0
184,50614,51602,36,0
185,50748,51887,0,0
186,51052,52014,0,0
188,51492,52424,0,0
187,51308,52543,50,0
190,51940,52911,0,0
189,51850,53060,0,0
191,52377,53320,0,0
192,52394,53574,0,0
193,52815,53844,60,0
194,52950,54142,0,0
195,53252,54261,45,0
196,53475,54649,0,0
197,53690,54768,107,0
199,54132,55161,60,0
198,54022,55280,120,0
200,54488,55452,0,0
201,54515,55694,0,0
202,54843,55813,31,0
203,55006,56140,0,0
204,55205,56259,86,0
206,55562,56530,0,0
205,55494,56697,0,0
207,55917,56832,0,0
208,55987,57170,0,0
209,56279,57349,134,0
211,56640,57669,60,0
210,56480,57788,109,0
213,56991,57990,60,0
212,56970,58181,60,0
214,57354,58300,83,0
216,57713,58669,0,0
215,57474,58848,161,0
218,58121,59031,0,0
217,57958,59213,60,0
220,58543,59495,0,0
219,58336,59614,73,0
222,58960,59890,0,0
221,58731,60009,102,0
223,59128,60387,60,0
224,59380,60506,157,0
225,59538,60732,0,0
226,59789,60851,99,0
228,60208,61189,60,0
227,59948,61308,145,0
229,60365,61541,0,0
230,60622,61720,167,0
232,61034,61975,0,0
231,60788,62094,101,0
233,61181,62395,0,0
234,61454,62514,108,0
236,61839,62757,0,0
235,61576,62876,105,0
237,61966,63110,0,0
238,62222,63229,87,0
239,62353,63508,0,0
240,62611,63627,75,0
242,62993,63950,0,0
241,62758,64069,108,0
243,63148,64299,0,0
244,63387,64418,63,0
245,63543,64778,60,0
246,63777,64897,166,0
248,64155,65053,0,0
247,63946,65232,118,0
250,64540,65491,0,0
249,64339,65610,69,0
252,64923,65855,0,0
251,64727,65974,49,0
253,65110,66225,0,0
254,65470,66440,0,0
255,65618,66826,0,0
256,66015,66964,0,0
257,66143,67409,60,0
258,66547,67528,27,0
259,66658,67854,0,0
260,67086,68099,60,0
261,67176,68370,0,0
262,67623,68588,0,0
263,67719,68974,60,0
264,68162,69117,0,0
265,68246,69508,60,0
266,68698,69663,0,0
268,68966,69918,0,0
267,68753,70037,99,0
270,69237,70181,0,0
269,69026,70360,162,0
272,69513,70479,8,0
271,69298,70598,85,0
273,69562,70745,0,0
274,69790,70864,109,0
276,70066,71017,0,0
275,69834,71136,115,0
277,70095,71307,0,0
278,70348,71486,172,0
279,70355,71605,58,0
280,70628,71724,127,0
281,70630,71903,155,0
282,70895,72082,245,0
283,70896,72261,175,0
284,71174,72380,239,0
287,71453,72499,124,0
285,71177,72618,230,0
289,71720,72797,209,0
286,71445,72916,262,0
288,71713,73095,189,0
290,71991,73214,307,0
291,72000,73333,127,0
292,72263,73452,225,0
293,72273,73631,205,0
294,72545,73750,310,0
296,72817,73869,81,0
295,72634,73988,148,0
298,73107,74107,46,0
297,73011,74226,39,0
300,73390,74354,0,0
299,73383,74655,60,0
301,73668,74834,212,0
303,73947,74953,90,0
302,73779,75072,104,0
305,74232,75191,3,0
304,74184,75355,0,0
306,74526,75474,17,0
307,74555,75723,0,0
308,74805,75842,69,0
310,75088,76047,0,0
309,74931,76166,23,0
312,75372,76380,60,0
311,75317,76499,88,0
313,75655,76620,0,0
314,75692,76905,0,0
315,76507,77494,60,0
316,76540,77740,0,0
317,77360,78390,60,0
318,77381,78509,1,0
320,78223,79246,60,0
319,78216,79430,0,0
322,79075,80046,0,0
321,79060,80270,0,0
324,79926,80891,0,0
323,79913,81126,0,0
326,81315,82233,0,0
325,81274,82474,0,0
328,82696,83663,0,0
327,82621,83864,60,0
330,84093,85085,60,0
329,83977,85264,150,0
332,86196,749,0,0
331,86137,921,0,0
334,1900,2871,0,0
333,1890,3165,60,0
336,5573,6540,0,0
335,5553,6765,0,0
337,12621,13552,0,0
338,12713,13869,0,0
339,14285,15252,0,0
340,14310,15515,0,0
342,15946,16956,60,0
341,15928,17180,60,0
344,17825,18828,60,0
343,17768,19041,60,0
346,19707,20734,60,0
345,19610,20913,141,0
347,20294,21247,0,0
348,20360,21605,60,0
349,20897,21838,0,0
350,21094,22290,0,0
351,21490,22456,0,0
353,22083,23089,60,0
352,21830,23268,229,0
355,22553,23530,60,0
354,22419,23649,63,0
356,23011,23891,60,0
357,23013,24140,0,0
358,23477,24430,0,0
359,23595,24762,0,0
360,23944,24971,60,0
361,24185,25422,60,0
362,24405,25541,172,0
364,24871,25833,0,0
363,24781,25952,19,0
365,25333,26337,60,0
366,25391,26578,0,0
368,25935,26961,60,0
367,25894,27140,103,0
370,26524,27532,60,0
369,26399,27651,43,0
372,27115,28084,0,0
371,26919,28203,74,0
373,27431,28629,0,0
374,27706,28808,142,0
375,27926,29158,60,0
376,28309,29277,2,0
377,28429,29618,0,0
378,28904,29864,0,0
379,28929,29983,7,0
380,29215,30146,0,0
382,29536,30500,0,0
381,29404,30619,13,0
383,29855,30882,60,0
384,29874,31063,0,0
385,30167,31182,75,0
387,30484,31445,0,0
386,30359,31567,0,0
388,30798,31785,60,0
389,30812,32012,0,0
390,31117,32131,59,0
392,31431,32381,0,0
391,31278,32500,73,0
394,31750,32778,60,0
393,31746,32897,13,0
395,32062,33033,0,0
397,32373,33343,0,0
396,32220,33522,106,0
399,32686,33641,7,0
398,32678,33760,63,0
401,32982,33951,0,0
400,32872,34070,11,0
403,33279,34291,60,0
402,33090,34470,186,0
404,33288,34649,162,0
406,33570,34768,239,0
405,33468,34887,211,0
409,33864,35006,201,0
407,33682,35125,230,0
408,33860,35244,210,0
411,34160,35363,236,0
410,34064,35482,262,0
412,34249,35601,254,0
413,34451,35720,301,0
414,34456,35839,278,0
416,34755,35958,233,0
415,34655,36077,249,0
417,34829,36256,249,0
419,35053,36375,361,0
418,35043,36494,354,0
421,35354,36613,337,0
420,35256,36732,276,0
422,35446,36851,245,0
424,35654,37030,406,0
423,35647,37149,340,0
426,35958,37268,351,0
425,35864,37387,374,0
428,36254,37566,356,0
427,36072,37685,423,0
430,36544,37864,352,0
429,36385,37983,387,0
432,36834,38162,359,0
431,36682,38281,437,0
434,37124,38400,313,0
433,36986,38579,381,0
436,37413,38698,328,0
435,37302,38817,317,0
438,37702,38996,326,0
437,37595,39175,367,0
440,37999,39354,391,0
439,37891,39533,456,0
442,38303,39712,449,0
441,38208,39831,513,0
444,38596,40010,448,0
443,38527,40189,465,0
446,38896,40368,513,0
445,38826,40487,450,0
448,39199,40606,440,0
447,39129,40725,464,0
450,39499,40844,394,0
449,39442,40963,360,0
452,39800,41082,317,0
453,39932,41201,315,0
451,39740,41380,469,0
454,40073,41559,539,0
456,40214,41678,509,0
457,40357,41857,579,0
455,40103,41976,672,0
459,40499,42095,653,0
460,40637,42214,652,0
458,40468,42333,669,0
461,40788,42452,741,0
462,40820,42571,706,0
463,40938,42750,843,0
464,41078,42929,903,0
466,41227,43048,931,0
467,41369,43167,853,0
465,41181,43286,970,0
468,41514,43405,966,0
470,41652,43524,904,0
469,41546,43703,971,0
471,41791,43882,1122,0
473,41921,44001,1111,0
474,42071,44180,1158,0
472,41913,44299,1185,0
475,42209,44418,1242,0
477,42358,44537,1240,0
478,42496,44656,1205,0
476,42279,44835,1344,0
479,42643,45014,1382,33
481,42795,45133,1264,104
480,42651,45252,1271,117
482,42928,45371,1340,137
484,43066,45490,1168,286
485,43207,45669,1207,286
483,43016,45788,1278,286
487,43451,45967,1271,280
486,43382,46086,1262,305
488,43694,46265,1392,220
490,43948,46444,1234,294
489,43754,46563,1272,359
492,44190,46682,1346,179
491,44133,46801,1291,214
493,44431,46920,1379,187
495,44672,47039,1220,315
494,44503,47158,1125,315
497,44912,47277,1232,163
496,44880,47456,1152,221
498,45159,47575,1260,204
500,45407,47694,1020,298
499,45260,47873,1128,298
502,45651,47992,1215,170
501,45634,48111,1082,194
503,45897,48230,1178,194
505,46147,48349,1087,153
504,45996,48528,1259,153
507,46389,48707,1337,32
506,46377,48826,1155,118
508,46632,48945,1240,118
510,46876,49064,1130,94
509,46777,49243,1161,94
512,47207,49362,1102,86
511,47147,49481,1071,94
514,47519,49600,1135,0
513,47340,49719,1184,0
515,47550,49838,1159,0
517,47845,49957,1137,28
516,47755,50136,1172,34
518,47945,50315,1163,34
520,48176,50434,1254,34
519,48146,50553,1109,97
522,48489,50672,1136,97
521,48343,50851,1196,97
525,48805,51030,1205,63
523,48547,51149,1304,97
524,48749,51268,1282,63
527,49127,51387,1290,0
526,48931,51506,1273,102
528,49134,51625,1160,121
530,49447,51804,1265,121
529,49317,51923,1343,135
533,49762,52042,1131,227
531,49505,52221,1283,227
532,49691,52340,1115,319
535,50081,52459,1151,280
534,49887,52578,1260,319
536,50098,52757,1170,349
538,50400,52936,1319,267
537,50285,53115,1386,275
540,50718,53234,1340,244
539,50488,53413,1386,340
542,51050,53592,1390,196
541,50821,53711,1370,307
544,51377,53830,1349,146
543,51175,53949,1423,215
546,51707,54128,1370,115
545,51528,54247,1314,190
548,52028,54366,1339,74
547,51878,54545,1351,177
550,52353,54724,1240,183
549,52215,54903,1400,183
552,52671,55082,1230,220
551,52555,55261,1282,220
554,52987,55440,1345,140
553,52904,55619,1371,217
556,53311,55738,1391,89
555,53252,55857,1333,89
558,53642,55976,1371,0
557,53609,56155,1365,0
560,53967,56274,1371,0
559,53963,56393,1254,0
561,54295,56512,1248,0
562,54309,56631,1119,0
563,54792,56810,1047,0
564,54856,56989,925,0
565,55289,57108,866,0
566,55410,57227,602,0
567,55791,57346,611,0
568,55962,57465,325,0
569,56301,57644,387,0
570,56525,57763,37,0
571,56802,57942,188,0
573,57298,58313,60,0
572,57078,58432,149,0
575,57803,58662,0,0
574,57619,58884,60,0
577,58140,59081,0,0
576,58072,59280,60,0
578,58475,59429,0,0
579,58516,59730,0,0
580,58801,59909,153,0
582,59138,60167,60,0
581,58972,60286,128,0
584,59476,60413,0,0
583,59423,60631,0,0
585,59804,60769,0,0
586,59871,61069,0,0
587,60142,61188,76,0
589,60477,61436,0,0
588,60339,61555,24,0
591,60808,61828,60,0
590,60794,62048,60,0
592,61140,62227,136,0
593,61232,62413,0,0
594,61467,62592,155,0
596,61878,62835,60,0
595,61708,62954,36,0
598,62297,63254,0,0
597,62171,63435,60,0
600,62709,63653,0,0
599,62621,63828,0,0
602,63121,64054,0,0
601,63082,64293,0,0
603,63534,64467,0,0
604,63548,64656,0,0
605,63947,64916,0,0
606,64012,65211,0,0
607,64358,65330,21,0
608,64452,65702,60,0
609,64769,65821,96,0
610,64933,66185,60,0
611,65184,66304,179,0
612,65431,66682,60,0
613,65693,66801,142,0
614,65925,67106,0,0
615,66208,67285,127,0
616,66428,67679,60,0
617,66720,67798,152,0
618,66916,68130,0,0
619,67230,68309,117,0
620,67402,68554,0,0
621,67734,68673,19,0
622,67895,69117,60,0
623,68241,69296,91,0
624,68388,69559,0,0
625,68748,69718,0,0
626,68889,70159,60,0
627,69200,70338,174,0
628,69307,70485,0,0
629,69643,70664,60,0
630,69697,70867,0,0
632,70093,71114,60,0
631,70093,71280,0,0
634,70538,71518,60,0
633,70495,71732,60,0
636,70994,71881,0,0
635,70889,72087,0,0
638,71444,72436,60,0
637,71294,72555,46,0
640,71897,72835,0,0
639,71700,72954,81,0
641,72100,73325,60,0
642,72345,73444,164,0
644,72652,73599,0,0
643,72435,73718,79,0
646,72959,73913,0,0
645,72774,74032,94,0
648,73263,74176,0,0
647,73112,74321,0,0
650,73568,74513,0,0
649,73456,74692,72,0
652,73881,74871,67,0
651,73786,74990,32,0
654,74188,75131,0,0
653,74126,75320,0,0
656,74495,75499,108,0
655,74453,75655,0,0
658,74803,75834,101,0
657,74777,75991,0,0
660,75119,76110,52,0
659,75117,76329,0,0
661,75426,76448,66,0
662,75437,76615,0,0
663,75728,76734,35,0
664,75744,76892,0,0
666,76568,77537,0,0
665,76562,77756,0,0
668,77404,78368,0,0
667,77379,78592,0,0
670,78242,79203,0,0
669,78192,79395,0,0
672,79076,80013,60,0
671,79008,80233,60,0
674,79912,80878,0,0
673,79828,81060,60,0
676,81277,82161,0,0
675,81099,82280,2,0
677,82357,83465,0,0
678,82633,83584,3,0
679,83596,84799,0,0
680,83990,84958,0,0
681,85656,473,60,0
682,86022,592,3,0
683,1310,2569,60,0
684,1657,2748,150,0
685,4979,6117,0,0
686,5318,6243,0,0
687,11937,13145,0,0
688,12486,13442,0,0
689,13616,14823,0,0
690,14059,14999,0,0
691,15282,16488,0,0
692,15638,16607,5,0
693,17207,18376,0,0
694,17526,18495,45,0
695,19124,20379,60,0
696,19416,20498,113,0
697,19583,20780,0,0
698,19907,20899,50,0
699,20029,21222,0,0
700,20403,21428,60,0
701,20481,21701,60,0
702,20892,21859,0,0
703,20934,22124,0,0
705,21381,22323,0,0
704,21373,22622,60,0
707,21873,22841,0,0
706,21827,23033,0,0
708,22357,23381,60,0
709,22411,23622,0,0
710,22830,23764,0,0
711,23008,24217,0,0
712,23307,24396,122,0
714,23786,24810,60,0
713,23598,24989,211,0
716,24275,25276,60,0
715,24170,25455,126,0
718,24757,25725,0,0
717,24742,25934,60,0
719,25246,26204,0,0
720,25313,26506,0,0
721,25760,26721,0,0
722,25838,27106,60,0
723,26270,27225,1,0
724,26353,27599,60,0
725,26775,27788,60,0
726,26874,28063,0,0
727,27278,28242,83,0
728,27372,28595,60,0
729,27781,28731,0,0
730,27895,29052,0,0
731,28293,29261,0,0
732,28402,29588,60,0
733,28800,29827,60,0
734,28910,30124,0,0
736,29305,30259,0,0
735,29242,30412,0,0
737,29578,30549,0,0
738,29582,30777,0,0
739,29857,30896,102,0
740,29912,31054,0,0
741,30145,31173,81,0
743,30423,31452,60,0
742,30237,31631,183,0
745,30699,31750,87,0
744,30579,31869,194,0
747,30978,32048,112,0
746,30927,32227,105,0
748,31245,32406,235,0
749,31257,32525,68,0
750,31511,32704,240,0
752,31795,32823,65,0
751,31615,32942,125,0
754,32076,33061,73,0
753,31961,33180,44,0
756,32362,33299,32,0
755,32293,33494,0,0
758,32648,33613,42,0
757,32613,33764,0,0
760,33046,34001,0,0
759,32906,34120,20,0
761,33195,34244,0,0
762,33437,34388,0,0
763,33458,34580,0,0
765,33837,34699,15,0
764,33747,34954,0,0
767,34231,35191,0,0
766,34015,35310,94,0
768,34317,35563,60,0
770,34623,35682,154,0
769,34617,35888,60,0
772,35030,36067,103,0
771,34899,36246,189,0
773,35198,36388,0,0
774,35431,36507,117,0
775,35488,36740,60,0
777,35826,36859,62,0
776,35773,36978,7,0
779,36206,37171,0,0
778,36070,37290,10,0
781,36482,37442,0,0
780,36436,37621,87,0
782,36763,37800,70,0
784,37035,37991,0,0
783,36808,38110,113,0
786,37316,38335,60,0
785,37189,38454,155,0
788,37604,38573,70,0
787,37583,38784,0,0
789,37878,38903,55,0
791,38156,39064,0,0
790,37950,39183,34,0
793,38435,39388,0,0
792,38318,39569,60,0
794,38708,39688,66,0
795,38711,39966,60,0
796,38990,40145,223,0
798,39271,40264,98,0
797,39085,40383,95,0
800,39549,40515,0,0
799,39447,40657,0,0
802,39830,40785,0,0
801,39819,41032,60,0
804,40135,41151,55,0
803,40123,41350,60,0
806,40442,41529,134,0
805,40428,41648,71,0
808,40744,41767,122,0
807,40734,41996,60,0
810,41056,42115,97,0
809,41039,42310,60,0
812,41363,42429,111,0
811,41331,42608,99,0
814,41671,42727,88,0
813,41634,42848,0,0
816,41977,42967,33,0
815,41940,43148,60,0
818,42279,43327,79,0
817,42260,43469,0,0
820,42586,43588,36,0
819,42558,43767,60,0
822,42890,43946,88,0
821,42862,44065,31,0
824,43197,44184,37,0
823,43179,44344,0,0
826,43501,44531,60,0
825,43488,44727,60,0
827,43809,44846,147,0
828,43871,45042,0,0
829,44117,45161,94,0
831,44426,45426,60,0
830,44242,45545,106,0
833,44744,45675,0,0
832,44608,45881,60,0
835,45052,46060,75,0
834,45000,46184,0,0
836,45358,46366,60,0
837,45365,46566,60,0
838,45665,46685,70,0
839,45736,46985,60,0
840,45974,47104,167,0
842,46287,47309,60,0
841,46111,47428,132,0
844,46600,47565,0,0
843,46490,47684,38,0
846,46914,47868,0,0
845,46873,48035,0,0
847,47223,48179,0,0
849,47535,48544,60,0
848,47351,48723,166,0
851,47843,48842,48,0
850,47817,49085,60,0
852,48140,49204,112,0
854,48448,49451,60,0
853,48282,49570,136,0
855,48750,49689,8,0
856,48757,49946,0,0
857,49048,50125,113,0
859,49356,50337,60,0
858,49216,50516,96,0
860,49669,50635,26,0
861,49687,50889,60,0
862,49971,51068,138,0
864,50275,51187,4,0
863,50148,51361,0,0
865,50579,51546,0,0
866,50632,51738,0,0
867,50914,51875,0,0
869,51256,52155,0,0
868,50993,52274,101,0
870,51360,52453,72,0
871,51601,52572,20,0
872,51711,52851,0,0
873,51944,53030,124,0
874,52078,53202,0,0
875,52297,53321,93,0
877,52638,53600,0,0
876,52437,53779,139,0
879,52980,53958,77,0
878,52803,54077,90,0
881,53324,54253,0,0
880,53166,54372,1,0
883,53665,54628,60,0
882,53534,54747,62,0
885,54013,54901,0,0
884,53901,55108,0,0
887,54436,55395,0,0
886,54272,55514,27,0
889,54842,55787,0,0
888,54699,55906,71,0
891,55260,56247,60,0
890,55117,56366,50,0
893,55686,56651,0,0
892,55532,56830,86,0
895,56114,57103,60,0
894,55952,57222,122,0
897,56536,57557,60,0
896,56377,57736,161,0
899,56953,57855,32,0
898,56777,57975,0,0
900,57183,58307,0,0
901,57379,58426,92,0
903,57803,58817,60,0
902,57594,58936,176,0
905,58217,59152,0,0
904,58017,59331,100,0
907,58626,59649,60,0
906,58408,59828,219,0
909,59039,59947,44,0
908,58826,60126,148,0
911,59450,60457,60,0
910,59230,60636,235,0
913,59861,60755,27,0
912,59647,60874,45,0
915,60280,61196,0,0
914,60037,61315,79,0
916,60446,61508,0,0
917,60684,61653,0,0
918,60845,61891,0,0
919,61098,62025,0,0
920,61249,62509,60,0
921,61502,62628,157,0
922,61650,62859,0,0
923,61961,63038,151,0
924,62036,63227,60,0
925,62407,63346,65,0
926,62430,63571,0,0
928,62858,63882,60,0
927,62832,64061,97,0
930,63309,64279,0,0
929,63258,64458,67,0
932,63761,64706,0,0
931,63653,64865,0,0
934,64206,65162,0,0
933,64050,65281,72,0
936,64652,65590,0,0
935,64452,65709,50,0
937,64887,65972,0,0
938,65109,66151,71,0
939,65434,66529,0,0
940,65594,66648,84,0
942,66082,67106,60,0
941,65965,67285,153,0
944,66582,67548,0,0
943,66513,67751,60,0
946,67078,68069,60,0
945,67045,68214,0,0
947,67576,68475,0,0
948,67577,68779,0,0
949,68064,69077,60,0
950,68128,69396,60,0
951,68556,69525,0,0
952,68659,69893,60,0
954,68996,70012,56,0
953,68977,70160,0,0
955,69267,70362,0,0
956,69441,70541,138,0
957,69584,70824,60,0
958,69894,71003,141,0
959,69906,71122,1,0
961,70340,71304,0,0
960,70222,71423,21,0
963,70791,71764,60,0
962,70539,71943,201,0
964,70850,72062,0,0
966,71239,72188,0,0
965,71179,72307,20,0
968,71690,72616,0,0
967,71483,72735,53,0
969,71799,73007,0,0
971,72139,73126,18,0
970,72112,73307,0,0
972,72514,73426,18,0
973,72559,73704,0,0
974,72886,73855,0,0
975,73011,74204,60,0
976,73263,74323,108,0
978,73635,74596,0,0
977,73450,74775,130,0
980,74012,74959,0,0
979,73899,75138,153,0
982,74384,75354,0,0
981,74349,75487,0,0
983,74753,75778,60,0
984,74776,75984,0,0
985,75121,76163,116,0
986,75209,76397,0,0
987,75495,76516,63,0
988,75661,76885,60,0
989,75876,77004,157,0
990,76397,77598,0,0
991,76745,77777,67,0
992,77145,78403,60,0
993,77619,78551,0,0
994,77905,79134,60,0
995,78486,79457,0,0
996,78637,79851,0,0
997,79354,80366,60,0
998,79391,80576,0,0
999,80670,81620,0,0
1000,80837,82052,0,0
1001,81979,82925,0,0
1002,82268,83504,60,0
1003,83294,84209,0,0
1004,83705,84919,0,0
1005,85477,59,60,0
1006,85873,658,0,0
1007,1258,2273,60,0
1008,1636,2849,0,0
1009,4854,5811,60,0
1010,5189,6307,0,0
1011,11952,12891,0,0
1012,12325,13526,0,0
1013,13512,14513,60,0
1014,13887,15051,0,0
1015,15063,16029,0,0
1016,15433,16706,60,0
1017,16894,17821,0,0
1018,17347,18621,60,0
1019,18712,19658,0,0
1020,19223,20180,0,0
1021,19270,20434,0,0
1022,19736,20755,60,0
1023,19975,21076,0,0
1024,20253,21264,60,0
1026,20764,21757,60,0
1025,20692,21903,0,0
1027,21272,22239,0,0
1028,21411,22589,0,0
1029,21780,22800,60,0
1031,22224,23174,0,0
1030,22112,23294,0,0
1033,22668,23631,0,0
1032,22654,23858,0,0
1034,23104,24071,0,0
1035,23195,24385,0,0
1036,23542,24504,13,0
1037,23749,24932,0,0
1038,23990,25051,113,0
1040,24432,25383,0,0
1039,24291,25562,68,0
1042,24878,25843,0,0
1041,24812,26009,0,0
1043,25323,26259,0,0
1044,25347,26602,60,0
1046,25896,26863,0,0
1045,25826,27063,60,0
1048,26474,27430,0,0
1047,26317,27549,117,0
1049,26795,28062,60,0
1050,27052,28181,159,0
1051,27272,28447,0,0
1052,27627,28584,0,0
1053,27748,28950,0,0
1054,28204,29222,60,0
1055,28226,29341,66,0
1057,28793,29745,0,0
1056,28695,29899,0,0
1059,29374,30250,0,0
1058,29179,30381,0,0
1061,29739,30712,60,0
1060,29532,30891,158,0
1062,29872,31010,15,0
1063,30104,31129,59,0
1064,30204,31473,60,0
1065,30477,31592,161,0
1066,30550,31777,60,0
1067,30837,31896,138,0
1068,30870,32024,0,0
1069,31204,32161,0,0
1070,31215,32425,0,0
1072,31565,32604,78,0
1071,31542,32723,34,0
1074,31929,32860,0,0
1073,31875,33065,0,0
1076,32291,33234,0,0
1075,32209,33438,60,0
1078,32651,33557,6,0
1077,32535,33743,0,0
1080,32920,33871,0,0
1079,32838,34026,0,0
1082,33182,34205,64,0
1081,33138,34384,119,0
1083,33448,34503,129,0
1084,33451,34642,0,0
1085,33713,34821,142,0
1087,33982,35000,68,0
1086,33764,35119,179,0
1089,34246,35238,24,0
1088,34082,35357,64,0
1091,34508,35476,24,0
1090,34392,35600,0,0
1093,34765,35727,0,0
1092,34699,35899,0,0
1095,35030,36078,77,0
1094,35015,36213,0,0
1096,35287,36332,80,0
1098,35547,36572,60,0
1097,35333,36691,158,0
1100,35813,36810,34,0
1099,35635,36929,123,0
1102,36074,37048,69,0
1101,35943,37167,13,0
1104,36288,37346,101,0
1103,36250,37465,29,0
1106,36508,37584,121,0
1108,36721,37763,109,0
1105,36467,37882,217,0
1109,36923,38001,182,0
1107,36714,38180,262,0
1111,37141,38299,242,0
1110,36955,38418,307,0
1113,37355,38537,226,0
1112,37197,38716,341,0
1115,37565,38835,338,0
1114,37422,39014,418,0
1117,37777,39193,465,0
1116,37678,39312,433,0
1119,37983,39431,508,0
1118,37920,39550,465,0
1121,38190,39729,574,0
1120,38155,39848,500,0
1123,38401,39967,617,0
1122,38385,40086,537,0
1124,38613,40205,650,0
1126,38826,40384,624,0
1125,38617,40503,675,0
1128,39041,40622,627,0
1127,38841,40801,800,0
1130,39260,40920,718,0
1129,39095,41099,789,0
1132,39472,41278,843,0
1131,39340,41397,861,0
1134,39687,41576,943,0
1133,39577,41695,911,0
1136,39860,41874,1069,0
1135,39805,41993,1024,0
1138,40053,42172,1178,0
1139,40243,42291,1104,0
1137,40040,42410,1162,0
1141,40428,42589,1205,0
1140,40267,42708,1254,0
1143,40631,42887,1298,0
