Indicatif,HeureStart,HeureStop,TempsAttentePiste,TempsArretTotal
0,2531,3455,0,0
1,3365,4569,0,0
2,6075,7104,60,0
3,6953,8139,0,0
4,13169,14187,60,0
5,14054,15245,0,0
6,14760,15710,0,0
7,15583,16792,0,0
8,16595,17564,0,0
9,17465,18667,0,0
10,18438,19407,0,0
11,18943,19966,60,0
13,19452,20376,0,0
12,19363,20544,0,0
14,19957,20900,0,0
15,20000,21167,0,0
16,20469,21420,60,0
17,20642,21810,0,0
18,20972,21929,0,0
19,21267,22331,0,0
20,21477,22450,54,0
22,21978,22826,0,0
21,21915,23120,0,0
24,22434,23366,0,0
23,22423,23635,0,0
25,22890,23876,60,0
26,22939,24111,0,0
27,23342,24326,60,0
28,23461,24668,0,0
29,23795,24787,36,0
30,23990,25202,0,0
31,24238,25321,116,0
33,24674,25686,60,0
32,24513,25865,173,0
35,25118,26073,0,0
34,25035,26253,60,0
37,25569,26525,0,0
36,25545,26655,0,0
39,26156,27091,0,0
38,26125,27322,0,0
41,26739,27726,60,0
40,26702,27877,0,0
43,27327,28339,60,0
42,27261,28465,0,0
45,27916,28905,60,0
44,27830,29094,60,0
47,28504,29471,0,0
46,28397,29590,43,0
49,29078,30018,0,0
48,28962,30145,0,0
50,29210,30353,0,0
52,29468,30472,55,0
51,29451,30653,0,0
54,29859,30792,0,0
53,29703,30911,38,0
55,29980,31175,0,0
57,30251,31294,73,0
56,30219,31473,80,0
59,30638,31592,84,0
58,30461,31711,118,0
60,30735,31925,0,0
62,31036,32044,45,0
61,31013,32283,60,0
64,31429,32402,3,0
63,31265,32521,41,0
65,31518,32750,60,0
67,31826,32929,156,0
66,31776,33048,65,0
68,32020,33227,17,0
69,32217,33346,184,0
70,32272,33465,6,0
72,32604,33584,18,0
71,32515,33703,26,0
74,33071,34041,0,0
73,32893,34160,62,0
76,33544,34501,1,0
75,33267,34620,179,0
77,33653,34739,15,0
78,34012,34956,0,0
79,34033,35186,0,0
81,34489,35459,0,0
80,34404,35611,0,0
83,34959,35917,0,0
82,34771,36036,50,0
85,35431,36354,25,0
84,35148,36533,239,0
86,35533,36746,0,0
87,35891,36925,109,0
88,35922,37182,60,0
90,36362,37301,11,0
89,36301,37557,60,0
92,36770,37723,0,0
91,36615,37902,150,0
94,37184,38088,0,0
93,36929,38207,93,0
97,37597,38514,10,0
95,37246,38633,179,0
96,37561,38752,1,0
99,37994,38971,60,0
98,37888,39090,82,0
101,38401,39338,0,0
100,38202,39457,62,0
102,38518,39760,60,0
103,38818,39939,153,0
104,38840,40058,36,0
106,39224,40246,60,0
105,39147,40425,71,0
108,39642,40643,44,0
107,39460,40762,179,0
110,39945,40901,0,0
109,39786,41020,118,0
112,40256,41169,0,0
111,40054,41288,66,0
113,40304,41407,42,0
115,40556,41586,69,0
114,40549,41706,0,0
117,40860,41825,64,0
116,40802,41959,0,0
119,41166,42123,0,0
118,41050,42242,0,0
121,41472,42436,60,0
120,41306,42555,35,0
123,41779,42685,0,0
122,41548,42864,108,0
126,42087,43066,32,0
124,41809,43245,239,0
128,42398,43364,35,0
125,42066,43483,225,0
127,42325,43602,80,0
129,42572,43781,31,0
130,42709,43900,232,0
131,42828,44079,58,0
134,43318,44258,0,0
133,43086,44377,171,0
132,43011,44496,536,0
136,43542,44615,119,0
139,43758,44734,24,0
137,43544,44853,111,0
135,43346,45032,565,0
140,43960,45211,45,0
142,44170,45330,84,0
138,43733,45449,516,0
141,43982,45568,619,0
143,44199,45687,548,0
149,44854,45866,51,0
145,44411,45985,603,0
147,44629,46104,516,0
144,44380,46223,631,0
146,44598,46342,543,0
152,45205,46461,80,0
148,44794,46580,592,0
151,45083,46699,654,0
153,45296,46818,644,0
150,44995,46937,747,0
155,45517,47116,648,0
154,45410,47235,617,0
157,45732,47354,677,0
156,45631,47473,638,0
159,45949,47652,752,0
158,45828,47771,768,0
161,46168,47890,790,0
160,46025,48069,940,0
163,46379,48188,845,0
162,46240,48307,906,0
165,46594,48426,862,0
164,46443,48545,906,0
167,46815,48664,894,0
166,46662,48843,1059,0
168,46861,48962,923,0
169,47179,49081,1013,0
170,47268,49200,726,0
171,47536,49319,838,0
172,47649,49438,656,0
173,47899,49557,697,0
174,48013,49736,515,0
175,48262,49855,625,0
178,48801,50034,36,0
176,48407,50213,627,0
177,48627,50332,741,0
179,48986,50451,539,0
180,49177,50630,261,0
181,49344,50809,515,0
182,49561,50928,162,0
185,50068,51047,17,0
184,49959,51166,113,0
183,49707,51285,608,0
187,50429,51404,67,0
186,50345,51551,0,0
189,50777,51738,0,0
188,50729,51944,0,0
190,51116,52123,104,0
192,51468,52442,42,0
191,51203,52561,179,0
194,51814,52767,0,0
193,51707,52906,0,0
195,52170,53196,60,0
196,52202,53445,60,0
197,52521,53624,136,0
198,52682,53894,49,0
199,52875,54013,179,0
201,53232,54191,0,0
200,53166,54349,0,0
202,53580,54597,60,0
203,53651,54865,0,0
204,53932,54984,105,0
206,54278,55228,0,0
205,54133,55407,99,0
208,54800,55763,0,0
207,54620,55942,159,0
210,55326,56294,0,0
209,55100,56413,106,0
211,55586,56779,0,0
212,55860,56898,71,0
213,56078,57251,0,0
214,56395,57370,6,0
215,56567,57749,0,0
216,56921,57872,0,0
217,57059,58261,0,0
218,57447,58394,0,0
219,57556,58825,60,0
220,57978,59004,72,0
221,58061,59252,0,0
222,58395,59371,22,0
224,58811,59808,46,0
223,58538,59927,179,0
226,59226,60207,13,0
225,59016,60326,179,0
228,59636,60606,0,0
227,59511,60785,84,0
230,60050,61007,0,0
229,59982,61186,69,0
231,60462,61426,0,0
232,60464,61610,60,0
233,60877,61840,0,0
234,60942,62114,0,0
235,61298,62233,0,0
236,61415,62484,0,0
237,61785,62805,60,0
238,61791,63011,60,0
240,62276,63242,60,0
239,62163,63429,60,0
241,62531,63703,0,0
242,62758,63822,98,0
243,62917,64155,60,0
244,63245,64274,67,0
245,63309,64542,60,0
247,63731,64663,0,0
246,63678,64842,0,0
249,64219,65223,60,0
248,64056,65342,75,0
250,64442,65640,0,0
251,64706,65819,165,0
252,64809,65998,86,0
253,65187,66117,26,0
254,65350,66529,0,0
255,65698,66715,60,0
256,65893,67085,0,0
257,66211,67204,50,0
258,66435,67572,0,0
259,66722,67751,95,0
260,66966,68134,0,0
261,67231,68313,112,0
262,67501,68626,0,0
263,67750,68745,40,0
265,68268,69227,0,0
264,68053,69406,140,0
267,68780,69731,0,0
266,68580,69850,96,0
268,68824,70038,0,0
270,69092,70157,105,0
269,69070,70336,87,0
272,69413,70455,105,0
271,69317,70574,65,0
274,69730,70693,9,0
273,69581,70812,30,0
275,69822,71018,27,0
276,70044,71137,179,0
277,70068,71277,0,0
279,70357,71396,110,0
278,70304,71575,67,0
281,70666,71694,75,0
280,70545,71813,80,0
283,70980,71932,32,0
282,70779,72111,141,0
284,71019,72230,17,0
286,71292,72349,88,0
285,71264,72479,0,0
288,71607,72598,24,0
287,71508,72717,28,0
289,71756,72952,27,0
290,71926,73071,179,0
291,72016,73270,43,0
292,72244,73389,179,0
294,72573,73508,24,0
293,72363,73627,76,0
296,72888,73828,0,0
295,72724,73947,41,0
298,73210,74173,0,0
297,73078,74292,44,0
300,73528,74550,60,0
299,73453,74669,11,0
302,73854,74788,23,0
301,73807,75015,0,0
303,74170,75134,52,0
304,74173,75369,0,0
305,74487,75488,47,0
306,74542,75621,0,0
307,74806,75819,60,0
309,75122,76092,0,0
308,74907,76271,153,0
311,75444,76465,60,0
310,75282,76644,164,0
313,75767,76823,104,0
312,75648,76942,84,0
315,76527,77539,60,0
314,76385,77718,160,0
317,77296,78254,0,0
316,77121,78373,82,0
319,78058,79026,0,0
318,77855,79145,114,0
320,78616,79790,60,0
321,78826,79969,177,0
323,79590,80530,0,0
322,79349,80709,149,0
325,80889,81856,0,0
324,80753,82035,146,0
327,82199,83125,0,0
326,82162,83389,60,0
328,83500,84470,0,0
329,83591,84747,0,0
330,85678,244,60,0
331,85743,557,60,0
332,1457,2374,0,0
333,1507,2682,0,0
335,5045,6013,0,0
334,5033,6132,16,0
336,12076,13021,0,0
337,12106,13318,0,0
338,13675,14640,0,0
339,13735,14989,60,0
340,15284,16210,0,0
341,15368,16643,60,0
342,17141,18111,0,0
343,17337,18504,0,0
344,19002,19969,0,0
346,19557,20497,0,0
345,19312,20616,100,0
347,19802,20979,0,0
348,20115,21098,17,0
349,20302,21499,0,0
350,20682,21650,0,0
351,20804,22018,0,0
352,21250,22219,0,0
353,21302,22517,60,0
355,21816,22838,60,0
354,21793,22995,0,0
356,22235,23184,0,0
357,22278,23482,0,0
358,22654,23621,0,0
359,22765,23854,60,0
360,23076,24021,0,0
362,23500,24503,39,0
361,23238,24622,179,0
364,23937,24895,0,0
363,23727,25014,101,0
366,24359,25205,0,0
365,24229,25426,0,0
368,24778,25735,0,0
367,24723,25998,60,0
369,25202,26191,60,0
370,25207,26400,0,0
371,25689,26625,0,0
372,25830,26936,0,0
373,26175,27203,60,0
374,26453,27629,0,0
375,26662,27808,175,0
377,27147,28113,0,0
376,27072,28292,76,0
378,27634,28584,0,0
379,27671,28882,0,0
380,28126,29087,0,0
381,28291,29504,0,0
382,28609,29623,44,0
384,29102,30055,5,0
383,28903,30174,179,0
386,29421,30424,60,0
385,29288,30603,109,0
388,29750,30782,85,0
387,29659,30901,27,0
390,30081,31027,0,0
391,30401,31312,13,0
389,30053,31491,239,0
393,30725,31718,53,0
392,30456,31837,179,0
395,31035,31997,0,0
394,30845,32176,172,0
397,31362,32311,0,0
396,31249,32433,0,0
399,31690,32649,0,0
398,31623,32818,0,0
401,32011,32982,0,0
400,32004,33139,0,0
402,32336,33258,95,0
403,32371,33575,0,0
404,32657,33694,80,0
405,32753,33924,0,0
407,33137,34142,60,0
406,33114,34326,60,0
409,33616,34509,0,0
408,33458,34688,80,0
410,33812,34940,0,0
411,34088,35119,75,0
412,34167,35434,60,0
414,34570,35553,43,0
413,34515,35790,60,0
416,35045,36007,0,0
415,34880,36126,35,0
418,35524,36497,45,0
417,35254,36616,179,0
419,35610,36758,0,0
421,35995,36956,0,0
420,35960,37122,0,0
423,36474,37441,0,0
422,36329,37560,71,0
425,36837,37766,0,0
424,36731,37946,0,0
427,37209,38172,0,0
426,37126,38314,0,0
429,37580,38550,0,0
428,37536,38798,60,0
431,37954,38983,60,0
430,37929,39102,35,0
432,38323,39275,0,0
433,38353,39549,0,0
434,38694,39668,5,0
435,38742,39935,0,0
436,39068,40054,52,0
437,39146,40350,0,0
438,39434,40469,96,0
439,39557,40820,54,0
440,39797,40939,179,0
442,40027,41058,75,0
441,39980,41177,66,0
443,40264,41296,63,0
444,40283,41494,23,0
445,40502,41613,179,0
447,40743,41732,40,0
446,40610,41911,131,0
449,40976,42030,106,0
450,41210,42209,28,0
448,40946,42328,194,0
451,41269,42507,35,0
454,41678,42626,23,0
452,41449,42745,329,0
455,41901,42924,83,0
457,42136,43103,4,0
456,41920,43222,114,0
453,41594,43341,553,0
458,42242,43520,65,0
461,42616,43699,117,0
459,42372,43878,581,0
464,43101,44057,3,0
463,42902,44176,124,0
460,42569,44295,516,0
462,42865,44414,590,0
468,43558,44593,98,0
467,43532,44772,46,0
466,43335,44891,587,0
465,43222,45070,688,0
470,43830,45189,175,0
469,43784,45308,585,0
472,44135,45427,217,0
471,44015,45546,562,0
473,44248,45725,535,0
476,44722,45904,231,0
475,44492,46023,572,0
474,44431,46142,507,0
479,45055,46261,6,0
482,45413,46380,15,0
478,44956,46499,580,0
477,44733,46678,730,0
480,45192,46857,703,0
484,45657,47036,174,0
481,45369,47215,652,0
483,45651,47334,736,0
485,45871,47513,711,0
487,46098,47632,570,0
486,45947,47811,708,0
489,46336,47930,632,0
488,46250,48049,594,0
491,46564,48168,658,0
490,46557,48287,588,0
492,46792,48466,735,0
494,47020,48585,674,0
493,46861,48704,639,0
496,47386,48883,537,0
495,47276,49062,612,0
498,47755,49241,526,0
499,48098,49360,84,0
497,47699,49479,594,0
500,48119,49598,526,0
502,48485,49717,20,0
503,48841,49836,31,0
501,48477,49955,575,0
504,48892,50074,35,0
505,49208,50193,41,0
506,49291,50486,0,0
507,49570,50605,70,0
509,49933,50960,58,0
508,49696,51079,179,0
511,50293,51294,60,0
510,50094,51413,107,0
513,50663,51632,0,0
512,50505,51811,98,0
515,51063,51961,0,0
514,50932,52189,60,0
517,51453,52418,0,0
516,51356,52537,30,0
519,51848,52811,0,0
518,51781,52963,0,0
521,52246,53169,0,0
520,52219,53363,0,0
522,52634,53602,0,0
523,52643,53872,60,0
524,53033,54051,71,0
525,53063,54219,0,0
526,53433,54453,60,0
527,53487,54629,0,0
528,53825,54787,0,0
529,53917,54973,60,0
530,54228,55256,60,0
531,54359,55627,60,0
533,54736,55806,134,0
532,54730,55936,0,0
535,55233,56246,60,0
534,55092,56365,94,0
536,55461,56617,0,0
537,55731,56736,51,0
538,55832,57107,60,0
540,56245,57226,13,0
539,56179,57444,60,0
542,56735,57699,60,0
541,56540,57878,127,0
543,56910,58120,0,0
544,57225,58299,103,0
545,57291,58472,0,0
547,57717,58683,0,0
546,57663,58802,11,0
548,58131,59059,0,0
549,58139,59296,0,0
550,58544,59478,0,0
551,58621,59748,0,0
552,58953,59916,0,0
553,59093,60237,0,0
554,59371,60356,73,0
556,59773,60737,0,0
555,59572,60856,94,0
558,60186,61127,0,0
557,60035,61246,25,0
560,60598,61558,0,0
559,60505,61677,11,0
562,61006,61972,0,0
561,60991,62168,0,0
563,61414,62333,0,0
564,61480,62718,60,0
565,61883,62837,3,0
566,61933,63116,0,0
567,62354,63355,60,0
568,62390,63587,0,0
569,62827,63807,60,0
570,62863,64062,0,0
571,63295,64262,0,0
572,63325,64523,0,0
573,63762,64765,60,0
574,63770,64956,0,0
576,64234,65190,0,0
575,64218,65382,0,0
578,64703,65660,0,0
577,64670,65841,0,0
580,65180,66147,0,0
579,65127,66326,61,0
581,65566,66718,0,0
582,65791,66897,144,0
583,66027,67196,0,0
584,66397,67375,64,0
585,66484,67652,0,0
587,67012,67944,0,0
586,66920,68113,0,0
588,67370,68546,0,0
589,67625,68665,109,0
590,67792,69044,60,0
592,68231,69163,7,0
591,68214,69381,0,0
593,68678,69872,16,0
594,68848,69991,179,0
596,69156,70118,0,0
595,68949,70297,140,0
597,69216,70416,15,0
598,69466,70535,104,0
599,69493,70657,0,0
600,69742,70836,0,0
601,69770,71015,316,0
603,70068,71134,116,0
602,70007,71253,59,0
605,70383,71372,43,0
604,70280,71491,61,0
607,70686,71657,0,0
606,70533,71776,43,0
609,70993,71955,22,0
608,70802,72074,181,0
611,71287,72231,0,0
610,71072,72350,81,0
612,71339,72525,0,0
613,71594,72644,81,0
614,71602,72823,63,0
616,71890,73002,173,0
615,71864,73121,91,0
618,72199,73300,152,0
619,72463,73419,28,0
617,72118,73538,211,0
621,72719,73690,0,0
620,72524,73869,154,0
623,72986,73988,55,0
622,72939,74152,0,0
624,73244,74271,63,0
625,73347,74518,45,0
627,73756,74697,38,0
626,73499,74876,418,0
628,73762,74995,50,0
629,74021,75114,174,0
631,74286,75253,0,0
630,74164,75372,98,0
632,74552,75516,0,0
634,74811,75786,60,0
633,74588,75905,109,0
636,75062,76032,0,0
635,74985,76233,60,0
637,75313,76352,97,0
639,75572,76523,0,0
638,75387,76642,72,0
641,75826,76857,60,0
640,75794,76976,26,0
643,76626,77655,60,0
642,76532,77834,154,0
644,77268,78450,36,0
645,77433,78569,179,0
647,78225,79254,59,0
646,78013,79373,179,0
648,78747,79938,0,0
649,79028,80057,63,0
650,79469,80642,0,0
651,79828,80845,60,0
652,80814,81912,60,0
653,81214,82094,0,0
654,82159,83374,0,0
655,82597,83557,0,0
656,83511,84741,60,0
657,83973,84980,60,0
658,85549,341,60,0
659,86064,628,0,0
660,1164,2333,0,0
661,1760,2771,60,0
662,4720,5975,60,0
663,5386,6409,60,0
664,11781,12945,0,0
665,12469,13437,0,0
666,13506,14675,0,0
667,14145,15044,0,0
668,15221,16414,0,0
669,15825,16784,0,0
670,17102,18284,0,0
671,17599,18628,60,0
672,18981,20191,0,0
673,19370,20310,28,0
674,19599,20779,0,0
675,20005,20957,0,0
676,20213,21443,60,0
677,20635,21595,0,0
678,20813,22073,60,0
679,21262,22203,0,0
680,21441,22716,60,0
681,21891,22860,0,0
682,22077,23349,60,0
683,22443,23528,116,0
684,22518,23707,62,0
686,22987,23958,0,0
685,22956,24164,0,0
688,23533,24452,0,0
687,23400,24571,28,0
690,24076,25030,0,0
689,23831,25149,107,0
691,24274,25442,0,0
692,24630,25592,0,0
693,24702,25909,0,0
695,25184,26115,0,0
694,25155,26396,60,0
697,25729,26673,0,0
696,25591,26803,0,0
698,26067,27026,0,0
699,26134,27345,0,0
700,26410,27464,89,0
702,26764,27731,0,0
701,26658,27917,60,0
703,27104,28066,0,0
704,27191,28417,34,0
705,27449,28536,179,0
707,27795,28778,60,0
706,27732,28934,0,0
708,28138,29102,0,0
710,28481,29448,0,0
709,28265,29567,103,0
712,28827,29824,60,0
711,28794,29993,0,0
713,29119,30112,24,0
715,29423,30394,60,0
714,29322,30573,165,0
717,29715,30752,70,0
716,29699,30954,60,0
718,30020,31073,85,0
719,30062,31318,52,0
720,30326,31497,239,0
722,30611,31616,50,0
721,30393,31735,222,0
724,30920,31936,60,0
723,30763,32115,151,0
726,31215,32234,105,0
725,31120,32353,39,0
728,31507,32472,2,0
727,31477,32636,0,0
729,31802,32755,41,0
730,31828,33042,0,0
731,32096,33161,115,0
733,32388,33325,0,0
732,32196,33444,60,0
735,32686,33686,60,0
734,32552,33805,80,0
737,32915,33924,57,0
738,33150,34078,0,0
736,32911,34197,106,0
740,33372,34330,0,0
739,33251,34449,34,0
741,33606,34572,0,0
743,33833,34817,33,0
742,33613,34996,239,0
745,34059,35115,107,0
746,34284,35294,101,0
748,34503,35473,31,0
747,34306,35592,156,0
744,33964,35771,619,0
749,34662,35890,30,0
751,34955,36009,104,0
750,34728,36188,511,0
752,34999,36367,162,0
755,35416,36486,110,0
756,35638,36605,18,0
753,35179,36724,578,0
757,35729,36843,35,0
758,35860,36962,238,0
760,36083,37081,54,0
754,35371,37200,615,0
759,36081,37379,92,0
761,36321,37498,0,0
762,36427,37617,226,0
763,36553,37736,0,0
764,36763,37915,196,0
765,36779,38034,51,0
766,37002,38213,7,0
767,37098,38332,263,0
768,37248,38511,48,0
769,37442,38630,227,0
772,37777,38749,2,0
770,37482,38868,187,0
771,37727,39047,105,0
774,38113,39166,94,0
773,37973,39285,118,0
777,38442,39464,51,0
775,38212,39583,221,0
776,38436,39702,112,0
779,38780,39821,94,0
778,38689,40000,137,0
781,39111,40119,44,0
780,38921,40298,166,0
784,39449,40477,60,0
783,39387,40656,66,0
785,39601,40775,20,0
782,39149,40894,548,0
788,40047,41013,31,0
786,39781,41132,382,0
789,40306,41311,55,0
787,40003,41490,315,0
790,40401,41609,0,0
791,40577,41788,286,0
793,40838,41907,104,0
794,41099,42086,20,0
792,40821,42265,250,0
796,41342,42384,77,0
795,41214,42503,96,0
798,41604,42682,114,0
797,41599,42801,45,0
799,41864,42920,105,0
801,42124,43077,0,0
800,41984,43196,28,0
803,42380,43329,0,0
804,42639,43591,26,0
802,42361,43710,179,0
806,42893,43829,19,0
805,42757,43969,0,0
808,43152,44110,0,0
807,43139,44329,0,0
809,43406,44508,140,0
811,43718,44674,0,0
810,43529,44793,82,0
813,44027,44973,0,0
812,43823,45092,56,0
814,44116,45365,54,0
815,44345,45544,239,0
817,44657,45663,35,0
816,44401,45782,223,0
819,44983,45981,30,0
818,44706,46100,179,0
821,45296,46279,46,0
820,45003,46458,251,0
822,45321,46577,56,0
824,45623,46696,113,0
823,45605,46815,20,0
826,45940,46994,90,0
825,45917,47113,5,0
828,46258,47232,9,0
827,46210,47485,60,0
830,46572,47664,133,0
829,46507,47783,76,0
832,46898,47962,104,0
831,46815,48081,90,0
834,47331,48310,60,0
833,47278,48472,0,0
836,47756,48702,0,0
835,47745,48930,0,0
837,48180,49150,0,0
838,48207,49396,0,0
839,48609,49530,0,0
840,48686,49796,0,0
841,49041,50000,60,0
842,49160,50398,60,0
843,49467,50517,81,0
844,49627,50794,0,0
845,49898,50913,86,0
846,50092,51272,0,0
847,50323,51391,119,0
849,50749,51699,0,0
848,50564,51878,123,0
851,51039,52007,0,0
850,50917,52126,102,0
853,51330,52288,0,0
852,51255,52407,48,0
855,51622,52653,60,0
856,51908,52787,0,0
854,51600,52906,105,0
858,52196,53113,0,0
857,51946,53232,74,0
860,52488,53402,0,0
859,52303,53521,109,0
862,52773,53793,60,0
861,52647,53912,58,0
864,53058,54091,72,0
863,53005,54270,64,0
865,53348,54389,115,0
866,53360,54574,0,0
867,53638,54693,87,0
869,53931,54871,0,0
868,53690,55050,161,0
870,54039,55250,2,0
871,54230,55369,179,0
873,54705,55665,0,0
872,54611,55825,0,0
875,55179,56104,0,0
874,55173,56338,0,0
876,55643,56660,60,0
877,55723,56996,60,0
878,56118,57115,33,0
879,56285,57498,0,0
880,56600,57677,151,0
881,56829,58001,0,0
882,57071,58120,78,0
884,57544,58486,0,0
883,57374,58665,92,0
886,58005,58968,0,0
885,57947,59205,60,0
888,58457,59414,0,0
887,58383,59533,12,0
890,58911,59940,60,0
889,58803,60059,52,0
892,59359,60325,60,0
891,59219,60444,61,0
894,59810,60753,0,0
893,59638,60872,36,0
896,60269,61212,0,0
895,60060,61331,118,0
898,60734,61677,0,0
897,60478,61796,113,0
899,60898,62110,0,0
900,61194,62289,132,0
901,61318,62513,0,0
902,61650,62632,49,0
903,61849,63009,0,0
904,62169,63128,7,0
905,62356,63538,0,0
906,62682,63717,77,0
908,63184,64164,11,0
907,62891,64283,179,0
909,63403,64610,0,0
910,63703,64789,116,0
911,63930,65094,0,0
912,64204,65213,46,0
913,64436,65623,0,0
914,64712,65742,97,0
916,65223,66147,0,0
915,64967,66266,109,0
917,65481,66666,60,0
918,65711,66845,163,0
919,65981,67156,0,0
920,66206,67275,99,0
922,66693,67664,0,0
921,66485,67783,105,0
924,67188,68119,0,0
923,66979,68238,55,0
926,67682,68679,60,0
925,67483,68798,101,0
927,67969,69105,0,0
928,68183,69224,93,0
930,68668,69622,0,0
929,68463,69741,86,0
932,68915,69920,70,0
931,68771,70099,178,0
934,69164,70218,108,0
936,69411,70397,25,0
935,69410,70576,14,0
937,69664,70755,142,0
933,69102,70934,622,0
938,69736,71053,124,0
941,70163,71172,70,0
940,70065,71351,74,0
939,69910,71530,650,0
944,70665,71649,41,0
942,70379,71768,177,0
943,70417,71947,569,0
945,70704,72066,147,0
948,71158,72185,61,0
947,71033,72304,198,0
946,70913,72423,563,0
949,71368,72542,3,0
951,71661,72661,39,0
950,71408,72840,494,0
952,71684,72959,106,0
953,71926,73078,234,0
954,72004,73197,6,0
955,72176,73316,213,0
957,72450,73435,31,0
956,72386,73591,0,0
958,72719,73770,111,0
960,72989,73930,0,0
959,72762,74109,154,0
962,73255,74228,51,0
961,73143,74407,91,0
964,73524,74526,61,0
963,73524,74674,0,0
965,73800,74793,31,0
967,74070,75084,60,0
966,73895,75203,111,0
969,74344,75382,74,0
968,74267,75501,58,0
970,74612,75620,37,0
971,74613,75828,0,0
972,74886,75947,91,0
974,75153,76165,60,0
973,74986,76284,108,0
976,75425,76463,81,0
975,75363,76642,99,0
977,75706,76821,149,0
978,75750,77009,60,0
980,76624,77606,60,0
979,76562,77760,0,0
982,77536,78496,0,0
981,77367,78615,64,0
983,78161,79362,0,0
984,78449,79481,63,0
985,78959,80164,0,0
986,79360,80311,0,0
987,79757,80835,0,0
988,80759,81723,0,0
989,81110,82277,0,0
990,82156,83122,0,0
991,82444,83657,60,0
992,83557,84515,0,0
993,83772,84922,0,0
994,85700,330,60,0
995,85872,622,0,0
996,1433,2423,60,0
997,1574,2833,60,0
998,5030,6029,60,0
999,5101,6290,0,0
1000,12164,13147,60,0
1001,12188,13271,0,0
1003,13906,14862,0,0
1002,13771,15041,74,0
1004,15351,16564,0,0
1005,15644,16743,137,0
1006,17215,18428,0,0
1007,17719,18682,0,0
1008,19080,20290,0,0
1010,19793,20753,0,0
1009,19790,20987,0,0
1012,20510,21481,0,0
1011,20466,21667,0,0
1014,21220,22185,0,0
1013,21141,22409,60,0
1016,21938,22891,0,0
1015,21814,23070,92,0
1017,22264,23400,0,0
1018,22494,23519,68,0
1019,22718,23840,0,0
1020,23049,24035,60,0
1021,23183,24375,0,0
1022,23605,24554,90,0
1023,23640,24846,0,0
1025,24151,25115,0,0
1024,24094,25287,0,0
1027,24700,25634,60,0
1026,24556,25753,0,0
1028,24991,26133,60,0
1029,25259,26252,33,0
1031,25663,26623,0,0
1030,25453,26802,169,0
1032,25856,27003,0,0
1033,26075,27122,113,0
1035,26483,27460,46,0
1034,26243,27579,179,0
1036,26635,27848,0,0
1037,26900,27967,102,0
1038,27023,28213,0,0
1039,27306,28332,55,0
1041,27712,28566,0,0
1040,27423,28685,62,0
1042,27819,29034,0,0
1043,28124,29153,76,0
1044,28202,29355,0,0
1045,28533,29474,3,0
1046,28602,29812,0,0
1047,28938,29991,91,0
1049,29243,30259,52,0
1048,28996,30378,179,0
1050,29322,30497,9,0
1051,29553,30616,141,0
1053,29847,30808,0,0
1052,29639,30927,84,0
1055,30156,31160,60,0
1054,29980,31339,166,0
1057,30461,31458,58,0
1056,30342,31577,82,0
1059,30764,31780,60,0
1058,30677,31899,11,0
1061,31068,32098,60,0
1060,31018,32277,93,0
1063,31377,32396,69,0
1062,31360,32515,3,0
1064,31680,32694,132,0
1065,31698,32884,0,0
1066,31987,33003,55,0
1067,32027,33151,0,0
1068,32300,33270,68,0
1069,32358,33560,0,0
1070,32603,33679,117,0
1072,32833,33798,15,0
1071,32685,33977,127,0
1074,33062,34156,125,0
1073,33049,34335,76,0
1075,33295,34454,255,0
1077,33532,34573,74,0
1078,33768,34752,15,0
1076,33426,34871,269,0
1079,33811,35050,34,0
1080,33995,35169,259,0
1082,34227,35288,111,0
1081,34189,35407,10,0
1083,34456,35526,168,0
1085,34684,35705,103,0
1084,34536,35824,74,0
1087,34921,35943,60,0
1086,34910,36111,0,0
1088,35151,36290,171,0
1090,35383,36409,69,0
1089,35271,36528,43,0
1091,35611,36647,72,0
1093,35840,36780,0,0
1092,35623,36899,82,0
1095,36067,37084,60,0
1094,36014,37225,0,0
1097,36478,37449,0,0
1096,36456,37637,60,0
1099,36897,37814,0,0
1098,36884,38149,60,0
1100,37300,38268,19,0
1101,37312,38503,60,0
1102,37713,38676,0,0
1103,37732,38915,0,0
1104,38129,39099,0,0
1105,38185,39370,0,0
1106,38548,39489,28,0
1107,38616,39821,0,0
1108,38963,39940,25,0
1110,39372,40321,17,0
1109,39051,40440,179,0
1111,39488,40692,0,0
1112,39786,40811,57,0
1114,40164,41053,0,0
1113,39923,41172,117,0
1115,40180,41385,0,0
1117,40534,41564,90,0
1116,40405,41683,70,0
1118,40653,41802,9,0
1120,40910,41921,77,0
1119,40899,42113,0,0
1122,41285,42292,104,0
1121,41121,42411,87,0
1123,41355,42542,0,0
1125,41664,42721,87,0
1124,41609,42840,41,0
1127,42046,43066,57,0
1126,41846,43185,179,0
1128,42085,43304,61,0
1130,42415,43423,38,0
1129,42333,43542,13,0
1132,42794,43819,54,0
1131,42558,43938,179,0
1133,42797,44057,68,0
1135,43176,44236,93,0
1134,43052,44355,88,0
1136,43295,44474,6,0
1137,43551,44653,146,0
1138,43561,44772,30,0
1139,43815,44951,14,0
1142,44141,45130,20,0
1141,44061,45249,50,0
1140,43840,45368,594,0
1143,44325,45487,21,0
1144,44429,45606,247,0
1146,44708,45725,53,0
1145,44592,45904,146,0
1148,44983,46023,80,0
1147,44862,46142,78,0
1149,45111,46261,24,0
1150,45268,46380,146,0
